,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
DATA.683665,S1PR4,TJP1,CTGF,MIR886,SH2D3C,FAM78A,SSH3,TCTEX1D1,SLC7A2,PSMA8,NR2F2,C22orf26,LYL1,ZPBP2,FAIM2,MIR149,LOC100132111,PPP1R16B,HOXD4,ID4,RBM38,HOPX,HIST1H2BB,ADCY4,LIME1,SPEG,SLC7A4,EPB49,PROCA1,CDK20,REC8,LTF,MT1L,ITPRIPL1,AGAP2,SYNM,ARHGEF4,C6orf227,FOXA1,PRKAA2,CNTLN,DLEC1,LRRC33,SNX7,TAL1,B4GALT6,GFRA3,PLK2,PHF11,FAM20C,KCTD11,GRASP,SPRED3,MFSD6L,CRB3,RASGEF1C,ASAM,CA3,PRDM6,MIR155HG,EPSTI1,RASL10A,LY75,AIM1,DUSP2,DRAP1,NKX2-5,OTX2OS1,CTSZ,TWIST1,ADCY9,CCDC144B,AKAP2,ZNF471,MARVELD3,BCL9L,GDF10,TBX1,MTNR1A,MFAP2,CEBPD,VASN,IRS2,BCL6,C6orf155,GAMT,SIM1,NKX2-6,TBC1D12,ERRFI1,C14orf39,NKX2-8,SLC26A10,ABCA7,POU2F2,AKAP12,MYO15B,PF4,HNF1B,VWCE,CMTM2,HAAO,IKBKE,LOC254559,GRIA2,HSF4,NDRG2,APBB1IP,PPYR1,AIFM3,UNC13B,TBX4,NETO1,LSP1,SGIP1,HIST1H4L,ZNF671,CDO1,GAL3ST3,LRRC34,PHOX2B,WNT3,ZNF879,GALNT11,EGLN3,EPHX3,HSPA12B,KCNE1,ST8SIA6,SNX32,MARVELD1,AP1M2,KCNAB2,SLC26A4,SLCO4C1,MIR196A1,LOC400931,ZSCAN1,MT1DP,MORN4,CKM,ST8SIA4,SEL1L3,RLTPR,KCNQ5,RNF213,FAM125B,EMID1,FHL2,CNTNAP2,TF,TEAD1,IFT140,CCDC81,FADS2,FLI1,PTGFRN,RASSF1,GATA2,KCNK4,ZSCAN12,HS3ST1,LOC389333,DLX5,HSBP1L1,C17orf62,ARHGEF10,CLU,FBP1,TGFB1I1,PDE3A,TNFRSF10C,PAX5,NID1,PDLIM3,ZNF57,C8orf56,DNAH2,HIST1H3G,HHIP,LOC641518,ZNF238,FES,PODN,PTPRD,C11orf88,ETV1,PTPN21,PLAGL1,CAT,PLEKHA2,ZFP28,SLC40A1,C1orf114,FKBP11,LZTFL1,SLC2A14,LOC144571,EFCAB4B,PRSS27,NUP210,UBXN10,HLA-C,LRRC55,LOXL4,PTPN3,HEBP1,GAS2L3,C8orf58,ZFP82,OAT,C9orf170,ZNF433,LOC100133991,CRYGN,P4HA2,TLX1NB,AQP11,CTSB,DOCK1,PRIC285,BOK,TNFAIP8,FTMT,ANKRD56,GSX2,PROX1,ZNF667,FRZB,CUX2,TM6SF1,TBX15,OTX2,TEX101,C10orf79,GABRA4,CRIP1,ZNF300,GJA4,PIK3R1,PTGIS,SUSD3,ZNF701,B3GNT7,HVCN1,KCNT2,GPRIN2,EN1,TRIM13,FLJ22536,MAP7,SLFN13,PCDH7,CYS1,ZNF616,KIAA0562,MCCC1,SHB,DDAH1,IGFBP4,ESRRG,LEF1,PSKH2,OPRK1,SRXN1,OR2L13,FAM69B,KIAA1217,TCL1A,EPHA6,ZFP3,CC2D2A,PLXDC2,LRRN1,C16orf86,IKZF3,GPR144,ACCN4,MAL2,KIAA1614,ST8SIA5,RHOF,FLJ42709,FAM59B,SPIRE2,ETV7,ITPRIPL2,MAP3K7IP1,FBN1,ZNF843,CLDN11,EFCAB4A,GATSL2,CARD10,TCEA3,TMEM106A,LRRC2,ROBO2,NPY,NCALD
DATA.683667,PGAM5,KIAA0040,PM20D2,FBXO6,TMEM205,WWP2,ALX1,LMCD1,TGM2,ATP6V0A1,TNFRSF10A,TTLL3,LPAR2,BIRC3,DECR1,GALNT3,RPP25,ZNF296,ACP6,VRK2,AKAP2,TTC23L,CNN3,HTATIP2,PLTP,IGFBP7,ITGA1,ATG16L2,WDR93,LOC375190,ZIC1,C3orf57,COLEC11,LGALS3,S100A6,CCND2,PLA2R1,C17orf82,LRRC61,SPINT2,SQRDL,LOC100268168,OSMR,EFCAB4A,ACCS,DPYS,GNG8,DLL3,C17orf57,NR4A1,BCL9L,SSH3,PTHLH,SDC4,RIBC2,MIAT,HOXB1,CAV1,LEKR1,ACVRL1,STBD1,MAGI2,SPATA18,CD44,PARP9,OCIAD2,TMEM106A,C3orf18,GNE,NMRAL1,TMCO4,P2RY2,CABYR,FAAH,KANK3,FAM46B,MST1R,HMHA1,SHANK2,PLAC8,PDLIM2,RALYL,HIST1H2BH,WT1,ZNF385A,TLCD2,IRF6,GLUL,TGFB3,GRIA2,FADS2,C6orf145,LOC651250,UCP2,RB1,CBR3,ADM,TUBA8,CRIP1,ADPRH,CSRP1,UPK3A,HOXA2,LOXL4,APEH,STL,SPRED3,DCTD,LOXL1,NUDT19,GSTT1,SMOC1,ASZ1,NLRX1,TAGLN2,ATPGD1,LY75,RAB34,OTX2OS1,HIST1H2BB,HAPLN1,ITPRIPL1,SLC26A5,C1orf114,HSBP1L1,NACAD,SERPINB1,COL9A3,LOC100192426,TBXA2R,LOC441046,MBP,DDN,CCNA1,CYP2R1,HIST1H4L,PRKCDBP,PPYR1,ELOVL3,PIK3AP1,TNK1,EVX1,MIR155HG,DLG1,SLC38A3,CD9,PEX5L,C10orf58,SLC25A39,HDAC1,HKR1,ITPR3,FRMD4B,HPDL,IFT140,GALNT6,MARVELD2,RNASEH2A,TP53INP1,PLEKHA2,ZNF577,RHOD,ZC3HAV1L,MIR196A1,LOC151534,LRRK1,PACSIN3,HIST1H2BK,CPNE7,NETO1,SLC6A15,CDKL2,PCOLCE2,C8orf84,FLJ44606,TMEM155,PDE4D,PARVB,CDCA7L,LRRC10B,HSD17B8,KCNAB2,EPS8L2,WNK4,L1TD1,SLC38A1,LOC100271722,NPY,COL7A1,ZFP36L1,PIP5KL1,ZNF655,FRZB,LYL1,C5orf43,YBX2,APBB1IP,FLJ43390,KCNIP4,RBP1,LTF,CILP2,SPR,IER3,CDC42BPG,RAPGEFL1,FTMT,PLLP,INADL,LOC642597,C3orf64,GAL,GNMT,ECHDC2,BFSP1,ESRP2,HIF3A,NSUN7,CXCL12,HOXD4,KCNH5,MDGA2,CRABP2,HIST1H3G,IRX1,CLVS2,KIAA1755,FAM164C,MSLNL,CYP1A1,SUSD3,LHCGR,CA3,PLEKHG4,EPO,MCHR2,ISLR2,TM6SF1,TDRD6,RELN,RASEF,ZNF471,LRRC56,TMPRSS2,TGFB2,HOXD9,TUBB2B,P4HTM,RND2,TMEFF2,HSPA2,PRRX2,VWA1,HSD17B12,FAM132A,FAM18B2,POU3F3,WNT6,SLC24A2,IFFO1,COL9A2,PSKH2,IL28RA,RGL3,TRIM14,RUNDC3A,LSP1,ZMYND15,SNX22,FBN1,CTDSPL,GAS8,C6orf150,GALNT13,LOC100190938,LOC652276,ABCB4,ZSWIM2,ARL10,HOXA5,CTHRC1,ENO2,MUC6,SEMA4B,TEKT3,PLIN2,PLA2G7,SYT12,RASD1,LRRC8E,KCNA2,BSPRY,AIFM2,TMEM38A,ADAMTS20,CD40,CHRM2,B3GNT9,UHRF1,VWA3B
DATA.684052,KCNAB3,BARHL2,C17orf93,HOXD8,HOXA2,ZSCAN1,PKP1,UBE2T,NKX2-6,KAAG1,NEFM,CERKL,AOX1,FOXD2,FBXL19,SHANK2,CHAD,GRIA2,C6orf186,MIR155HG,HOXD11,HKR1,NKX2-4,UTF1,CIDEA,KCNE3,LOC100132111,FBRS,CNTNAP5,RASSF6,PCDH8,CA3,SOX11,HOXD9,EVC2,SPAG17,VSX1,HOXA7,C3orf62,YJEFN3,MARVELD2,SFRP2,MAGI2,LHX1,TMEM229A,LSP1,HSPB6,GNAO1,TOX2,AIFM2,FEZF1,CDH3,CAT,TBX18,FAM123A,C14orf39,LRFN5,RXFP3,LOC283392,GBX2,SEC31B,PEX5L,LOC440461,PCSK1,GPR83,ZNF577,RAPGEFL1,GDF7,LBXCOR1,HMX3,PHOX2A,CLVS2,MIR196B,CDX2,PITX2,ELAVL4,TMEM196,GPR98,GDF6,LIN28,SLC7A4,FAM184B,ST8SIA3,NEUROD2,PTF1A,NPBWR1,QRFPR,TLX3,HCN2,ERBB4,NELL1,BHLHE23,GHSR,UCN,ADHFE1,NPY5R,PNMAL1,SOX17,SLC6A15,INA,GSC2,EBF2,POU4F3,GRIA4,RASSF10,ADRB1,FOXB1,LHX2,MT3,RXRA,NID2,T,GSX1,CSDAP1,CNTNAP2,OTP,DLEC1,FOXB2,SLIT2,TTBK1,MIR129-2,C19orf76,FOXI2,ZNF667,SNX18,C1orf70,IRS2,TRIM71,SORCS3,PFN3,FEZF2,SERPINB1,ADCY8,LOC100130522,F2R,NEFH,AMZ1,RELN,OLIG2,IGF2BP1,ADCY4,LOC389458,EFS,PPYR1,ACTA1,TRIL,NKX6-2,IGFBP2,PGCP,GSTM1,EOMES,CLIC6,TMEFF2,ADCYAP1,TMEM91,PCDH7,RALYL,IRS1,RTKN,CACNB2,NRN1L,HTR1B,EN2,PLTP,DPP10,CDH8,CHRM2,C5orf52,MAL,PNMA2,POU4F1,CA10,INS-IGF2,NLRX1,GALNTL6,OLIG3,DAPK1,SLC6A5,CDKN2B,NEUROG1,EPO,LOC100133469,MST1R,AKAP2,KCNK2,LHX5,SLC30A2,SLC32A1,MIR34B,STEAP2,ADRA1D,TAC1,HOXC9,SPAG6,HS3ST6,RASGRF2,NR2E1,KCNB1,GREM1,ZNF471,FOXE1,FLJ43390,PTPRT,IRF4,DMRTA1,DENND1B,NPPC,ARL10,SNX32,SNAP91,ST6GALNAC5,ZNF710,C8orf56,C17orf82,VENTX,PRDM7,PHYHIPL,C15orf26,PHOX2B,TNFRSF11B,SLC6A3,MADCAM1,FOXF1,GALNT9,NACAD,CCDC36,RPRM,POU3F1,TBX2,CDH7,FAIM2,PON3,EPHA6,IFFO1,EMX2,C1orf114,COX6B2,SFTA3,PLD5,ISLR2,DIO3,NPTX2,TBR1,XKR4,PTPN5,GFRA1,ZNF582,DPY19L2P4,NKX2-2,LUZP2,ACAN,HOXA11AS,WNT3A,SP9,C20orf56,KCNA4,SALL3,ZIC5,PRDM12,DHRS4L2,ATOH1,ZNF534,SHISA9,SLFN13,BSX,ZNF418,IRX4,MIR124-2,LOC100128811,GNG8,SFRP1,ESRP2,MIAT,C22orf27,GNA14,UNC80,PRDM6,MLLT4,C17orf55,ADAMTS5,RNF13,PTGDR,ZNF560,MIR124-3,NCAN,FGF12,TNFSF11,FAM162B,MYOD1,C1orf51,HIF3A,MIR432,C13orf33,SOX7,CTNND2,FAAH,C12orf42,HAS3,HAND1,HTR6
DATA.684055,EVX2,KCNAB3,FOXD2,VRK2,SQRDL,C17orf93,GPR98,L1TD1,CHMP4C,STEAP3,NEK9,TEKT3,ZSCAN1,DENND1B,CERKL,NEAT1,ITPRIPL2,TMCO4,BARHL2,FAM46B,NLRX1,C5orf35,LYN,ESRP1,MST1R,CHST14,OSBPL9,ELAVL4,PAX3,PGCP,S100A6,SSH3,ARPC1B,NKX6-1,PARVB,CHAD,CIDEA,GHSR,C17orf55,MNS1,SOX11,LOC151534,FKBP11,SFRP2,TLX3,CLDN7,FLVCR2,HLCS,SERPINB1,HIST1H2BB,RAPGEF3,KCNA4,LHX1,TERC,LOC144571,LRRC8E,SHANK2,SPG11,HMX3,MTERF,HOXA7,LTBR,PHYHIPL,EML1,BHLHE23,PHF11,MARVELD2,UTF1,TMEM176B,ADM,C6orf103,ZNF621,MFI2,AIFM2,NPY5R,MDGA2,GSX1,TOX2,ACCS,C14orf39,FEZF2,GSDMD,PEX5L,VSX1,LOC283392,G0S2,EBF2,MAL,OLIG2,C15orf38,ZNF471,CCK,RHOD,GBX2,HAND1,LRFN5,HTATIP2,RTKN,ZNF667,GNMT,NEFM,PLA2G16,ADHFE1,HKR1,NKX6-2,RNLS,ACTA1,FCHSD1,C9orf64,COX6B2,GNAO1,PPYR1,NEUROD2,DPP10,CNTNAP2,PHOX2A,NPBWR1,AMIGO3,ZBBX,TNFRSF10A,SLC6A15,HIST1H2AJ,C5orf49,NKX2-4,SLC22A15,LRRC3B,SDR42E1,NFKBIZ,MOBKL2C,C9orf170,AJAP1,C1orf59,EPB41L3,C22orf27,ERBB4,RIN3,PCDH8,PAX7,C19orf76,INA,GALNTL6,RXFP3,CCDC60,CNTNAP5,PDPN,COL21A1,RELN,SH2D4A,EFS,EOMES,ESRP2,SALL3,DUOX1,ACSS3,PLAGL1,MT1E,SPAG16,AKR1C2,C3orf62,C13orf31,TMEM229A,GDF7,FBN2,TXLNA,ZSWIM2,AMPD3,HTR1B,AGTR1,FAM123A,CHD5,C6orf150,CALCA,RXRA,TBX18,SLC5A7,TGFBI,SLC16A11,NSUN7,NELL1,COL14A1,ELAVL2,KCNK4,PCSK1,HOXB13,GRIA2,RPS6KL1,LYPD5,ABCB4,IRAK3,KIF12,DHRS7,IGFBP3,PNMAL1,GOLSYN,ANKRD30B,NTF3,IGF2BP1,ZNF296,FKBP10,GRIN1,MIR574,ST6GALNAC5,ANKRD53,KDELR3,COL9A2,C2orf70,MIR124-3,IGFBP2,PNMAL2,C16orf73,APCDD1,DHRS4L2,ONECUT1,CD274,SLC34A2,LIN28,DSCAM,PLIN2,ECHDC2,LBXCOR1,GSX2,OPRK1,LYL1,XKR4,HIF3A,F2R,KCNK2,ZNF710,SORCS3,PLTP,PRLHR,GALNT13,HCN1,SYK,LAD1,GFRA1,LOC404266,SOX1,FKBP9,PRKCDBP,GPR26,SNX32,GPR83,AHNAK,LSP1,CDO1,NUDT16P,CPZ,RASGRF2,IRS2,IRF4,ADAM33,HOXC11,TOR3A,DBC1,NID2,ADCY8,FAM188B,LOC401463,ST8SIA3,LOC100128811,NKX1-2,CDH8,ADCYAP1,HOXA9,POU4F3,CRHR2,RASSF10,CDH11,UCN,CBLN4,PDK4,GSC2,S100A10,GRHL3,GABRA2,GRIN3A,T,NUDT16,ZFPM2,GRHL2,EPHA6,NPR2,DBX2,GNG8,KCNIP4,CTNND2,OTP,VIPR2,ATP10A,CR1L,ZSCAN12,PTPRT,NETO1,C10orf107,C11orf88,FTMT,TCTE1,NEUROG1,EDN3
DATA.684057,OTX2OS1,NEAT1,PPAPDC1B,FOXD2,NEK11,REPIN1,LOC728723,CD274,NEK9,CDKN2B,GABPB2,C1orf97,C4orf37,C5orf39,NME6,C6orf226,KCNAB3,NUDT19,GLIPR1L2,ZNF296,HOXA2,C13orf27,C17orf93,ACCS,HTATIP2,PSMD5,OTX2,SPG11,NKX2-6,SQRDL,LOC222699,ZFP42,CTSO,CASD1,ITPRIPL2,PEX11G,GPR19,RERG,PSKH2,RCCD1,HOXD8,NLRX1,NFKBIZ,FAM164C,OSBPL9,TLX3,TMEM87A,PARP9,S100A6,ANKRD30B,RBM43,LOC285548,SERPINB1,RFESD,IMPACT,HMOX1,UBE2T,ANXA2,ANXA4,ADPRH,FAIM,SLC6A5,C5orf35,LEKR1,TEKT3,TP53I3,FLVCR2,HOXA5,SETD6,CA3,GPD2,GPR98,BIRC3,PRDXDD1P,ZNF747,FOXG1,ME1,MOBKL2C,DRD5,LOC144571,ZIC4,SLC25A13,FAM38B,VSX1,DGKA,RIBC2,FOXI2,ACTA1,ALX4,ATIC,BARHL2,C1orf94,ADAMTS16,MCCC2,L1TD1,SLC13A5,NEFM,SGIP1,ESAM,SALL3,LGALS3,LHX2,TNFSF12,ZSCAN1,SHANK2,LOC651250,GSTT1,GTF3C6,ESRRG,CHMP4C,FAM46B,GHSR,ZNF619,NETO1,GBX2,MT1A,RFX4,C3orf52,KCNA4,EIF4EBP3,CDADC1,ZNF193,ECEL1P2,CERCAM,FKBP11,CNTNAP5,LSP1,HOXA7,UCN,IL12A,TBX18,EPSTI1,SLC46A2,C15orf48,CIDEA,SLC2A10,NR2E1,CKLF,SLC6A3,TMEM216,KCNE1,TNFRSF10A,LRRC33,PDK4,SLC22A15,CYB5R2,LVRN,PPP1R3B,GREM1,THADA,HRASLS5,CASP8,NKX6-1,TXLNA,C3orf26,OTP,CCK,IRAK1BP1,FUCA2,TOR3A,C5orf49,ZSCAN12,CDKL2,N6AMT2,LTBR,FBXO39,GRIA2,PRDM6,FAM38A,BHLHE23,SSH3,BSX,MIR155HG,AMZ1,GPR26,DMRT3,TERC,ZNF660,DMRTA2,TMCO4,PGCP,PARVB,APCDD1,ZDHHC1,C10orf107,LHX1,IRF6,RASSF6,ONECUT1,TRAM1L1,BRCA2,FLJ44606,T,C15orf38,BEND4,CA10,GAS2,ZNF577,FAM163A,RIN3,C17orf55,SP9,C2orf70,CWH43,FAM162B,RXFP3,CRYBA2,ISPD,GSX2,FBN2,PHOX2A,C1orf101,LOC375190,CLDN23,MAL,UPK3A,NKX6-2,C1orf203,FOXE1,HOXD11,TM9SF1,INA,OLIG3,LACTB2,VIPR2,PEX5L,FTMT,TMBIM1,GPR6,SOX11,CARKD,HAND1,PAMR1,ZFP36L1,DDX60L,HOXA11AS,UTF1,RCBTB2,COMP,ADCY1,CTAGE5,KIAA0040,LOC100130691,FMN2,IRX2,HMX3,ABCB4,DHRS4L2,MIR9-3,KCNIP4,AJAP1,TRIML2,TTC9C,FLJ41350,PIP5KL1,PHOX2B,C14orf106,CDX2,SLC4A11,ZNF35,FBRS,PDE4D,ZNF471,COL9A3,SLC6A11,ECEL1,NEUROG1,EBF2,LOC200726,CERKL,DCAF4L2,FAM132A,HTR1B,RHCG,APCDD1L,FOXC2,OLIG2,LOC401463,PHYHIPL,CHD5,FOXB1,MARVELD2,LOXL1,HTR1A,ZIC1,GLT1D1,GGT1,STEAP3,FFAR1,LATS2,HIST1H2BB,AIFM2,CCDC60,SLC7A10,DCI,ALDH1A2,FOXB2,EOMES,UNC5D,PTPMT1
DATA.684059,FOXD2,KCNAB3,EVX2,SIM1,HOXD10,OTX2OS1,C17orf93,CDKN2B,ZNF710,HOXD8,KCNE3,HOXD9,ADCY4,C4orf37,YJEFN3,ZSCAN1,SLC6A5,SFRP2,CDH3,BARHL2,KAAG1,C14orf39,PSKH2,TCTEX1D1,FBRS,DPYS,SHANK2,FBXL19,GAL3ST3,OLIG3,RFX4,PPYR1,HOXC8,SGIP1,PHOX2A,GALR1,LGALS3,UTF1,GHSR,SOX17,NKX2-2,C20orf56,PTGDR,GRIA2,ACTA1,HTATIP2,TMEM196,PAMR1,SQRDL,FAM132A,MIR155HG,HOXD11,LHX1,PF4,PCDH8,FRZB,UCN,GBX2,NKX2-4,INA,QRFPR,ZNF471,CHAD,HOXA3,LSP1,MTMR7,SIX6,SLC6A3,PNMAL2,C6orf186,MTRF1L,PEX5L,HORMAD2,RGL3,FOXE1,SOX11,FAM123A,GSC2,CDO1,HOXA11AS,TLX1NB,SLC16A11,SFTA3,CNTNAP5,ITGA8,C3orf62,RHCG,NEK9,HMX3,NID2,COL9A3,EBF2,HOXA9,AJAP1,HRASLS5,SORCS3,NKX6-1,ZNF577,EPS8L1,TOX2,MARVELD2,CHD5,VWC2,MIR1-1,PTF1A,VSX1,KCNE1,PHYHIPL,NEFM,HOXC11,FOXI2,LHX2,ABCB4,C19orf76,ELAVL2,LBXCOR1,EOMES,LYPD5,MAGI2,GSX1,STXBP6,SERPINB1,LOC283392,HIST1H2BB,ST8SIA3,NPY5R,HAND1,OLIG2,SOX7,LOC400931,DRD5,GRIA4,POU4F3,EFS,C1QL2,MDGA2,CIDEA,TDRD6,PGCP,SLC32A1,ZNF667,SPAG6,FLJ41350,HHEX,BHLHE23,NETO1,PHOX2B,HOXA7,RAX,CCK,NEUROD2,CNTNAP2,ZNF177,MAL,CA10,KCNIP4,MIR129-2,AIRE,GNAO1,TMEFF2,CUGBP2,LOC401463,KCNB1,TPPP3,ARHGEF4,PFN3,CRYBA2,TMEM229A,RASGRF2,GATA4,AGTR1,FOXB1,REM1,C11orf88,PKP1,EN1,GPR83,PNMAL1,GRM2,PLAGL1,AKR1C2,IRF4,FBN2,GRIN1,ERBB4,SLC30A2,GDF6,NR2E1,MIR9-3,RXFP3,NDUFS2,FOXL2,FAM162B,SLC13A5,ABCC8,HSF4,TBX18,C5orf52,SALL3,NELL1,COX6B2,NEFH,TRPC6,FADS2,DBC1,ADRB1,TFAP2C,IFFO1,FBLL1,FOXB2,KCNK2,KIF19,MLLT4,EPHA6,IRX1,HOXB1,NKX1-2,IRS1,MT3,MIR196A1,SYT6,PNMA2,GREM1,RPRM,TMEM132C,TCERG1L,VIPR2,COMP,PRR18,WBSCR17,SLC6A15,PITX2,FEZF2,BSX,PTH2R,GALNTL6,ONECUT1,EPB41L3,LRFN5,PRR16,C17orf104,ZSWIM2,CPZ,NHEDC1,DPP10,KIAA1239,RASSF10,PAX6,C15orf48,SNX18,LOC100130522,ATP10A,VSTM2A,TMEM130,ARHGAP27,LPA,POU3F2,SCGB3A1,TMEM91,FAM135B,GDF10,DPY19L2P4,SFRP1,WNT3A,LOC389458,OPCML,ISLR2,IRX2,CHRM2,SYT15,IGF2BP1,ADCYAP1,CBLN1,LOC440461,NCALD,ANKRD30B,HCN1,OPRK1,NPBWR1,ACAN,GRIN3A,HTR1A,C16orf73,CCBE1,GAD2,ESRP2,FOXA2,GRASP,CTNND2,TMEM176B,TTBK1,RTKN,IRF6,T,POU4F1,GABRD,LOC100192426,SNX32,GNMT,UNC80
DATA.684062,ZNF621,NEK9,FOXD2,KCNAB3,C10orf75,ACCS,BARHL2,NEAT1,TMCO4,RASSF6,SQRDL,ITPRIPL2,C5orf35,STEAP3,TEKT3,ZNF296,GPR98,WWTR1,DENND1B,VRK2,SPG11,ZNF562,OSBPL9,SPEF2,SERPINB1,FAIM,MOSC2,FAM46B,SOX17,CHMP4C,PIGB,LRRC8E,PGCP,CERCAM,NLRX1,EFCAB4B,ADPRH,ZSCAN1,SATB1,TERC,HOXA2,UTF1,FLVCR2,C6orf103,PRAME,CCK,MST1R,LOC222699,TNFRSF10A,PLA2G16,ESAM,PPP1R3B,PARVB,S100A6,HTATIP2,PAX7,NKX6-1,HAPLN3,SALL3,SHANK2,MIR155HG,CERKL,LTBR,LYN,KCNIP4,C17orf55,SIM1,C17orf93,SSH3,FAM123A,BHLHE23,NEK11,GRIA2,HKR1,ZNF193,SOX11,FCHSD1,ARPC1B,LSP1,HMX3,LOC651250,SLC6A3,GPD2,PARP9,KDELR3,TNFSF12,CHST14,HIST1H2BB,PRKCDBP,C3orf52,HLCS,GSX1,PHOX2A,ZNF586,LRRC33,N6AMT2,GTF3C6,ZNF471,DCI,NKX2-2,TBR1,GALR1,AIFM2,C15orf48,PDPN,CHAD,MIR574,ZNF660,PPP1R3C,OBFC2B,OTP,SORCS3,IRAK1BP1,TNK1,LHX1,ZSCAN12,FAM164C,LAD1,ACTA1,LOC283392,C15orf38,ACY1,CHPT1,C4orf36,G0S2,NRTN,PHF11,LOC401463,RHOD,CYB561,EBF2,LOC144571,TCL1A,FKBP10,RTKN,NKX6-2,DLG1,TMEM216,ESRP1,FUCA2,GBX2,RNF13,GPR26,NHLRC2,KLHDC9,ARAP2,NPBWR1,ZNF667,HOXA7,NPY5R,ATP10A,CH25H,VSX1,NEFH,POU4F1,PEX5L,MOBKL2C,L1TD1,GGT1,OLIG3,SLC38A1,ISPD,C14orf106,C3orf33,LBXCOR1,TOX2,S100A10,LEKR1,GNMT,FEZF2,CIDEA,RNLS,PTPLAD2,HIST1H2AJ,C4orf37,OLIG2,INA,LOC375190,RXRA,ADAMTSL2,LIN28,C1orf203,NOX4,ACADS,PDK4,TMEM132C,GRHL3,SLC6A15,SYNC,ECEL1P2,PERP,NEUROG1,PIK3AP1,BFSP1,CASP8,COX6B2,ADM,SLC22A15,TMEFF2,LGALS3,IKZF3,SH2D3A,ZNF688,RELN,POU4F3,SLCO4C1,EML1,SFRP2,MAL,PHYHIPL,C9orf170,DHRS4L2,ZNF671,ADRB1,C2orf70,SLC44A3,RERG,TMEM176B,HIST1H2BK,C16orf86,SLC6A5,EN2,IGF2BP1,PRDXDD1P,GALNTL6,CYTL1,FAM194A,C9orf64,TBX18,ESRP2,DUOX1,TBXA2R,RAB26,ADAM33,VSTM2A,RIN3,HOXC9,LOC441046,FUT4,FRZB,QPCT,USP4,TOR3A,HOXC11,FKBP11,TGFB3,CD274,PDE12,POU4F2,SPAG1,C6orf150,GSTT1,RBM47,NELL1,C4orf3,ERBB4,GSDMD,GPR83,ONECUT1,CALCA,NEUROG3,MYCBPAP,C1orf97,NFKBIZ,SLC18A3,SH2D4A,FKBP9,CYP4F22,LOC100133469,UPP1,FOXI2,C2orf88,GFRA1,CDO1,MAP4K5,GPRC5C,GPER,HAPLN1,MT1E,MARVELD2,APBB1IP,PGM1,TXLNA,ISLR2,MUC1,CASD1,PCGF2,S1PR1,T,FOXB1,KIAA1751,SLC2A10,HAND1,TLX3,MIR129-2,ETS1,WDR72,IRF4,LOC440461,WNT3A
