,0,0,0
390,0.00393015,2,STEAP4
391,0.0042743525,1,FBXO2
392,0.0038081147,3,SRD5A1P1
393,0.0038650187,2,LDHD
394,-0.0033155724,4,DCTN6
395,0.0052843834,1,CWH43
396,0.0038053403,3,OSGIN2
397,0.0037409947,3,HEY2
398,0.004191983,1,C1QL2
399,0.003476642,3,FAM131C
400,0.0038355344,2,HOXC11
401,0.003845168,2,ZNF687
402,0.0038184533,2,GPR37
403,0.0036953713,3,IL1RL2
404,0.0045660255,1,B3GNT9
405,0.0034994944,3,YBX2
406,0.0037343758,3,CYP1B1
407,0.0038174526,2,IGFBP3
408,0.00393573,2,TLR5
409,0.004621398,1,CD2BP2
410,0.003307169,3,SCIN
411,0.0037416245,3,TMEM51-AS1
412,0.0038260738,2,FAM76A
413,0.003918322,2,COLCA2
414,0.004248235,1,CTNNAL1
415,0.0037898351,3,MXRA5
416,0.0038527169,2,SLC34A2
417,0.0021265121,4,TPP1
418,0.006596481,1,KRT16
419,0.003751875,3,TNFAIP2
420,0.004158909,1,ALPL
421,0.0038356408,2,PROM1
422,0.005570648,1,MCPH1
423,0.0037992832,3,AFAP1-AS1
424,0.0036080775,3,EML2
425,0.003809205,2,STK3
426,0.0031837733,3,PLA2G2A
427,0.0039745043,2,MIR3180-4
428,0.003965614,2,ENTPD3
429,0.0024615917,4,VSIG2
430,0.005945135,1,HSD17B11
431,0.003837537,2,TRIM17
432,0.003943732,2,HOTAIR
433,0.0034500842,3,PRSS8
434,0.0038592427,2,HOXC10
435,0.0038157098,2,TSEN34
436,0.0047134985,1,DDX11L16
437,0.0038422907,2,PRTFDC1
438,0.0038142325,2,BHLHE40-AS1
439,0.0036820464,3,SLC24A3
440,0.0038296175,2,HMCN2
441,0.003488297,3,LINC01002
442,0.003929896,2,B3GALT4
443,0.0038081147,2,GRAMD1C
444,0.0034521143,3,SECTM1
445,0.0037915485,3,SPATA6L
446,0.0051480965,1,NAA40
447,0.003987021,2,AP3M2
448,0.0034368604,3,PLSCR2
449,0.0040164837,2,DENND2D
450,0.0041013146,1,CREBBP
451,0.0031375906,3,CRAT
452,0.0037900584,3,TCEA3
453,0.0038023724,3,CDKN2B-AS1
454,0.0048718764,1,RASL11A
455,0.003804861,3,TSHZ2
456,0.0052277185,1,S100A14
457,0.0035822988,3,USP11
458,0.0039522746,2,PRSS36
459,0.0039032984,2,SERPINA5
460,0.0043805856,1,CNTD2
461,0.0036723567,3,KRT23
462,0.0038541176,2,SUSD4
463,0.004444624,1,ARAF
464,0.0035058213,3,MTFMT
465,0.0044400804,1,FOXD2-AS1
466,0.0034905418,3,PER3
467,0.003775582,3,ARFGAP3
468,0.0032334917,3,IMPDH1
469,0.00370733,3,SBSPON
470,0.0041579003,1,TLX3
471,0.003361925,3,DRD5
472,0.0016541616,4,SMIM22
473,0.0039717383,2,BCL2L14
474,0.002931004,4,PER1
475,0.0033277047,3,FAM50B
476,0.004072472,2,CAMTA1
477,0.0056332573,1,GRHL1
478,0.003921919,2,KNDC1
479,0.003827574,2,HOXC-AS3
480,0.0040427237,2,APOL6
481,0.0031936865,3,TTC39A
482,0.0039068563,2,FAM83F
483,0.0034139876,3,ZBTB7C
484,0.004216842,1,PPP2R5C
485,0.003848909,2,PLBD1
486,0.0039492645,2,TMPRSS12
487,0.0038072034,3,LYPD3
488,0.0037979826,3,IFITM1
489,0.0038067056,3,HOXC-AS2
490,0.0040391106,2,CYBA
491,0.0041131014,1,HDAC6
492,0.0035281968,3,RIN3
493,0.0038257416,2,FOXC1
494,0.003946079,2,N4BP1
495,0.0037742043,3,LINC00886
496,0.0046934034,1,THAP3
497,0.0038131964,2,LAMA3
498,0.003863794,2,SPTSSB
499,0.003861522,2,TMPRSS13
500,0.0065874862,1,RCAN3
501,0.005932681,1,FAM43A
502,0.0036507286,3,PITX1
503,0.0038108907,2,STS
504,0.0040698806,2,KPNB1
505,0.0038161085,2,QRFPR
506,0.0040911976,1,OTX1
507,0.0038306846,2,DAPK1
508,0.0037972427,3,PCDHGB1
509,0.00442544,1,CAB39L
510,0.0042705894,1,ZFAT
511,0.004913625,1,PIGZ
512,0.0037542086,3,RBP1
513,0.0044883573,1,DDI2
514,0.003947487,2,GPR157
515,0.0042216014,1,PFKFB3
516,0.0039665336,2,SUN2
517,0.004069441,2,LXN
518,0.0036371404,3,LRP1B
519,0.003259469,3,FSCN1
520,0.003823275,2,GJB5
521,0.0043867705,1,ASS1
522,0.003808248,2,STX10
523,0.004086111,1,C3
524,0.0060598985,1,STAU2-AS1
525,0.0050082393,1,TNKS
526,0.0039188364,2,WNK2
527,0.0070790937,0,EXOC7
528,0.0022602638,4,FBP1
529,0.0035750915,3,HES4
530,0.0038083575,2,COPG1
531,0.0038052052,3,ARHGEF19
532,0.003827638,2,MESP1
533,0.0048366706,1,ZBED1
534,0.0037877418,3,CRABP2
535,0.004226705,1,ANPEP
536,0.004204949,1,TFAP2C
537,0.0031552864,3,REEP4
538,0.003836779,2,TNFRSF11A
539,0.0018749973,4,GNAI2
540,0.003757363,3,EHF
541,0.0038006557,3,NOTCH1
542,0.0052429163,1,MT1X
543,0.0038191106,2,PGBD5
544,0.0037334296,3,ZFR
545,0.0038044008,3,ZNF438
546,0.004885614,1,USP30
547,0.0060141613,1,POLR2E
548,0.0035919969,3,ZMIZ2
549,0.0030052452,3,PHEX
550,0.004218732,1,CA9
551,0.0037256517,3,FYTTD1
552,0.0037858703,3,P2RY2
553,0.0035012953,3,KIAA1217
554,0.004008436,2,PPL
555,0.0009244206,4,ALDOC
556,0.00543369,1,TMEM147
557,0.0036194525,3,RARRES3
558,0.0038894615,2,CCT5
559,0.0040112147,2,TSC2
560,0.0038334006,2,TYMP
561,0.003802337,3,TBC1D23
562,0.0026684087,4,FANCG
563,0.0037755037,3,OSR2
564,0.004115467,1,IFI27
565,0.0038156244,2,GABPB2
566,0.0038081147,2,ZFAND2B
567,0.003554764,3,ELMO3
568,0.0038113066,2,ST8SIA1
569,0.0038583318,2,HEBP2
570,0.0037584782,3,BMP3
571,0.005229022,1,RNF207
572,0.0039629983,2,TBCE
573,0.003842493,2,ZNF365
574,0.0022779875,4,GPS1
575,0.0038412374,2,EIF2B3
576,0.0038010995,3,IQCG
577,0.003820049,2,C4orf33
578,0.0037976226,3,TPRG1-AS1
579,0.004276339,1,IPP
580,0.002988433,3,EFHC1
581,0.004088217,1,PLA2G7
582,0.0034928203,3,HSD3B7
583,0.0038081147,2,CCL28
584,0.0038097813,2,NMI
585,0.0035206482,3,C2CD4A
586,0.0038081147,2,HIST1H1A
587,0.0038510086,2,LRP2
588,0.0045518787,1,CCNF
589,0.0041314126,1,RASIP1
590,0.0032120931,3,PPIA
591,0.003908395,2,C2CD4B
592,0.0037424224,3,PCBP3
593,0.0037772395,3,FUT2
594,0.0045072385,1,TFE3
595,0.0038054653,3,TACSTD2
596,0.0040014703,2,PLA2G3
597,0.004168333,1,MAB21L3
598,0.0058917897,1,TNFSF13
599,0.0038081147,2,CHST9
